"error","rt","trial","flank","cue","direction","location","subnum","block"
0,488.952339618019,1,"Neutral","None","left","up","16",1
0,424.996449113649,2,"Neutral","Center","left","up","16",1
1,362.446951174437,3,"Neutral","Double","left","up","16",1
1,372.985043173594,4,"Neutral","Spatial","left","up","16",1
0,337.584472527858,5,"Congruent","None","left","up","16",1
0,348.382231898201,6,"Congruent","Center","left","up","16",1
1,401.216323245894,7,"Congruent","Double","left","up","16",1
0,298.168776473148,8,"Congruent","Spatial","left","up","16",1
0,379.359014414475,9,"Incongruent","None","left","up","16",1
0,464.114323624266,10,"Incongruent","Center","left","up","16",1
0,460.519405337535,11,"Incongruent","Double","left","up","16",1
0,379.802715279331,12,"Incongruent","Spatial","left","up","16",1
0,344.936987897896,13,"Neutral","None","left","down","16",1
0,401.638599180073,14,"Neutral","Center","left","down","16",1
0,428.681126744902,15,"Neutral","Double","left","down","16",1
0,361.925740031255,16,"Neutral","Spatial","left","down","16",1
0,462.032196043686,17,"Congruent","None","left","down","16",1
0,439.211680393527,18,"Congruent","Center","left","down","16",1
0,384.656573962813,19,"Congruent","Double","left","down","16",1
0,383.236892795331,20,"Congruent","Spatial","left","down","16",1
0,498.697370440605,21,"Incongruent","None","left","down","16",1
0,408.579392141931,22,"Incongruent","Center","left","down","16",1
0,467.386352284217,23,"Incongruent","Double","left","down","16",1
0,403.228601313327,24,"Incongruent","Spatial","left","down","16",1
0,540.595375833827,25,"Neutral","None","right","up","16",1
0,346.930626810332,26,"Neutral","Center","right","up","16",1
0,406.467809189899,27,"Neutral","Double","right","up","16",1
0,326.3874851067,28,"Neutral","Spatial","right","up","16",1
0,394.139588192304,29,"Congruent","None","right","up","16",1
0,370.233691221325,30,"Congruent","Center","right","up","16",1
0,440.663210098793,31,"Congruent","Double","right","up","16",1
0,340.634121258453,32,"Congruent","Spatial","right","up","16",1
0,443.789420311016,33,"Incongruent","None","right","up","16",1
0,522.831401530758,34,"Incongruent","Center","right","up","16",1
0,490.709106015366,35,"Incongruent","Double","right","up","16",1
0,426.833595149313,36,"Incongruent","Spatial","right","up","16",1
1,443.101296669245,37,"Neutral","None","right","down","16",1
0,395.973192953046,38,"Neutral","Center","right","down","16",1
0,359.895353760328,39,"Neutral","Double","right","down","16",1
0,365.86704142583,40,"Neutral","Spatial","right","down","16",1
0,371.795672155915,41,"Congruent","None","right","down","16",1
0,443.733992326987,42,"Congruent","Center","right","down","16",1
0,352.352588690594,43,"Congruent","Double","right","down","16",1
0,345.887686441703,44,"Congruent","Spatial","right","down","16",1
0,567.996563335588,45,"Incongruent","None","right","down","16",1
1,427.084061335356,46,"Incongruent","Center","right","down","16",1
0,476.890586853997,47,"Incongruent","Double","right","down","16",1
0,439.115246471815,48,"Incongruent","Spatial","right","down","16",1
0,459.790436110458,1,"Neutral","None","left","up","16",2
0,362.368114844873,2,"Neutral","Center","left","up","16",2
0,323.793340311364,3,"Neutral","Double","left","up","16",2
0,370.72772216304,4,"Neutral","Spatial","left","up","16",2
0,383.585923464243,5,"Congruent","None","left","up","16",2
0,379.674277364185,6,"Congruent","Center","left","up","16",2
0,386.244040421118,7,"Congruent","Double","left","up","16",2
0,349.972771625474,8,"Congruent","Spatial","left","up","16",2
0,508.910392948846,9,"Incongruent","None","left","up","16",2
0,494.257197954069,10,"Incongruent","Center","left","up","16",2
0,486.948325992287,11,"Incongruent","Double","left","up","16",2
0,441.246138714374,12,"Incongruent","Spatial","left","up","16",2
0,359.579361406106,13,"Neutral","None","left","down","16",2
0,408.698123438313,14,"Neutral","Center","left","down","16",2
0,441.788788703828,15,"Neutral","Double","left","down","16",2
0,316.925694593567,16,"Neutral","Spatial","left","down","16",2
0,420.381807773188,17,"Congruent","None","left","down","16",2
0,275.846769349731,18,"Congruent","Center","left","down","16",2
0,279.555016796422,19,"Congruent","Double","left","down","16",2
0,410.512897262608,20,"Congruent","Spatial","left","down","16",2
0,526.376621485846,21,"Incongruent","None","left","down","16",2
0,512.210381410992,22,"Incongruent","Center","left","down","16",2
0,520.064218982394,23,"Incongruent","Double","left","down","16",2
0,397.887665178911,24,"Incongruent","Spatial","left","down","16",2
0,500.133419630777,25,"Neutral","None","right","up","16",2
0,434.796550517334,26,"Neutral","Center","right","up","16",2
0,346.740153814429,27,"Neutral","Double","right","up","16",2
0,355.523752361565,28,"Neutral","Spatial","right","up","16",2
0,454.695894531261,29,"Congruent","None","right","up","16",2
0,309.410129713615,30,"Congruent","Center","right","up","16",2
0,380.436751637272,31,"Congruent","Double","right","up","16",2
0,360.361391287063,32,"Congruent","Spatial","right","up","16",2
0,458.015825918373,33,"Incongruent","None","right","up","16",2
1,502.306513957373,34,"Incongruent","Center","right","up","16",2
0,456.729164950123,35,"Incongruent","Double","right","up","16",2
0,436.958992536034,36,"Incongruent","Spatial","right","up","16",2
1,389.571156479967,37,"Neutral","None","right","down","16",2
0,355.779434156741,38,"Neutral","Center","right","down","16",2
0,324.442975194808,39,"Neutral","Double","right","down","16",2
0,345.956209332998,40,"Neutral","Spatial","right","down","16",2
0,345.238343876367,41,"Congruent","None","right","down","16",2
0,388.590415005971,42,"Congruent","Center","right","down","16",2
0,341.08534357985,43,"Congruent","Double","right","down","16",2
0,304.557203972796,44,"Congruent","Spatial","right","down","16",2
1,449.15767897031,45,"Incongruent","None","right","down","16",2
0,496.566455352167,46,"Incongruent","Center","right","down","16",2
0,525.155015068979,47,"Incongruent","Double","right","down","16",2
0,394.696312188581,48,"Incongruent","Spatial","right","down","16",2
0,379.932274012316,1,"Neutral","None","left","up","16",3
0,444.626824140563,2,"Neutral","Center","left","up","16",3
1,307.970363848629,3,"Neutral","Double","left","up","16",3
0,338.127939980504,4,"Neutral","Spatial","left","up","16",3
0,419.380214660312,5,"Congruent","None","left","up","16",3
0,414.720409628912,6,"Congruent","Center","left","up","16",3
0,372.629109333484,7,"Congruent","Double","left","up","16",3
0,385.292398747905,8,"Congruent","Spatial","left","up","16",3
0,568.510084454594,9,"Incongruent","None","left","up","16",3
0,510.426586183127,10,"Incongruent","Center","left","up","16",3
1,436.044678844606,11,"Incongruent","Double","left","up","16",3
0,455.157777473959,12,"Incongruent","Spatial","left","up","16",3
0,423.491710788058,13,"Neutral","None","left","down","16",3
0,376.965362838815,14,"Neutral","Center","left","down","16",3
0,376.712854323716,15,"Neutral","Double","left","down","16",3
0,389.400194026381,16,"Neutral","Spatial","left","down","16",3
0,539.993288290593,17,"Congruent","None","left","down","16",3
0,409.50778559965,18,"Congruent","Center","left","down","16",3
0,352.357985186425,19,"Congruent","Double","left","down","16",3
0,346.427873894995,20,"Congruent","Spatial","left","down","16",3
0,513.70984640732,21,"Incongruent","None","left","down","16",3
0,544.25395860378,22,"Incongruent","Center","left","down","16",3
0,454.212478961784,23,"Incongruent","Double","left","down","16",3
0,428.877138861319,24,"Incongruent","Spatial","left","down","16",3
0,402.257500055315,25,"Neutral","None","right","up","16",3
0,372.976573364503,26,"Neutral","Center","right","up","16",3
0,399.462703513069,27,"Neutral","Double","right","up","16",3
0,246.689755935824,28,"Neutral","Spatial","right","up","16",3
0,478.233362994583,29,"Congruent","None","right","up","16",3
0,369.26610272443,30,"Congruent","Center","right","up","16",3
0,356.320132225619,31,"Congruent","Double","right","up","16",3
0,272.032881300827,32,"Congruent","Spatial","right","up","16",3
0,505.247089667072,33,"Incongruent","None","right","up","16",3
0,525.567883807226,34,"Incongruent","Center","right","up","16",3
1,534.888935669577,35,"Incongruent","Double","right","up","16",3
0,325.386689394711,36,"Incongruent","Spatial","right","up","16",3
0,418.264533003118,37,"Neutral","None","right","down","16",3
0,364.350948336871,38,"Neutral","Center","right","down","16",3
0,398.789004293004,39,"Neutral","Double","right","down","16",3
1,402.791264751192,40,"Neutral","Spatial","right","down","16",3
0,394.799350050283,41,"Congruent","None","right","down","16",3
0,410.565210822235,42,"Congruent","Center","right","down","16",3
0,320.365151591461,43,"Congruent","Double","right","down","16",3
0,299.649567400126,44,"Congruent","Spatial","right","down","16",3
0,575.284390065923,45,"Incongruent","None","right","down","16",3
0,464.253627105861,46,"Incongruent","Center","right","down","16",3
0,379.811473409548,47,"Incongruent","Double","right","down","16",3
0,406.223065555083,48,"Incongruent","Spatial","right","down","16",3
0,442.799118116359,1,"Neutral","None","left","up","16",4
0,313.256910184042,2,"Neutral","Center","left","up","16",4
0,488.687181869855,3,"Neutral","Double","left","up","16",4
0,347.293821099416,4,"Neutral","Spatial","left","up","16",4
0,408.311017578902,5,"Congruent","None","left","up","16",4
0,325.513542290055,6,"Congruent","Center","left","up","16",4
0,330.76538281368,7,"Congruent","Double","left","up","16",4
1,382.992010736879,8,"Congruent","Spatial","left","up","16",4
0,480.629164944438,9,"Incongruent","None","left","up","16",4
0,564.508382154097,10,"Incongruent","Center","left","up","16",4
0,411.720311200688,11,"Incongruent","Double","left","up","16",4
0,402.623798044654,12,"Incongruent","Spatial","left","up","16",4
0,347.071878212852,13,"Neutral","None","left","down","16",4
0,363.27989764862,14,"Neutral","Center","left","down","16",4
0,440.658092689595,15,"Neutral","Double","left","down","16",4
0,327.612564556736,16,"Neutral","Spatial","left","down","16",4
0,473.557330476574,17,"Congruent","None","left","down","16",4
1,426.90032167214,18,"Congruent","Center","left","down","16",4
0,399.360346605662,19,"Congruent","Double","left","down","16",4
0,320.630927070338,20,"Congruent","Spatial","left","down","16",4
0,519.876637202478,21,"Incongruent","None","left","down","16",4
0,530.910520349459,22,"Incongruent","Center","left","down","16",4
1,460.98911142171,23,"Incongruent","Double","left","down","16",4
0,421.412575939653,24,"Incongruent","Spatial","left","down","16",4
0,350.772931157727,25,"Neutral","None","right","up","16",4
1,386.188381297553,26,"Neutral","Center","right","up","16",4
0,376.559930577262,27,"Neutral","Double","right","up","16",4
0,423.805415948291,28,"Neutral","Spatial","right","up","16",4
0,425.697113193142,29,"Congruent","None","right","up","16",4
0,432.35078431707,30,"Congruent","Center","right","up","16",4
0,394.313198673079,31,"Congruent","Double","right","up","16",4
0,409.654225689295,32,"Congruent","Spatial","right","up","16",4
0,514.23548322206,33,"Incongruent","None","right","up","16",4
0,434.40113820765,34,"Incongruent","Center","right","up","16",4
0,448.939468875494,35,"Incongruent","Double","right","up","16",4
0,379.360774369824,36,"Incongruent","Spatial","right","up","16",4
1,507.897686293271,37,"Neutral","None","right","down","16",4
0,343.535149567045,38,"Neutral","Center","right","down","16",4
0,299.802456076803,39,"Neutral","Double","right","down","16",4
0,311.660650190609,40,"Neutral","Spatial","right","down","16",4
0,324.777318885105,41,"Congruent","None","right","down","16",4
0,406.536596395626,42,"Congruent","Center","right","down","16",4
0,455.884206751901,43,"Congruent","Double","right","down","16",4
0,399.226592863593,44,"Congruent","Spatial","right","down","16",4
0,593.816668340907,45,"Incongruent","None","right","down","16",4
1,457.211206196069,46,"Incongruent","Center","right","down","16",4
0,508.461634048558,47,"Incongruent","Double","right","down","16",4
0,345.849628338614,48,"Incongruent","Spatial","right","down","16",4
0,410.164995104057,1,"Neutral","None","left","up","16",5
0,374.072347436089,2,"Neutral","Center","left","up","16",5
0,327.139245171311,3,"Neutral","Double","left","up","16",5
0,360.931886896843,4,"Neutral","Spatial","left","up","16",5
0,424.64101634543,5,"Congruent","None","left","up","16",5
0,365.054072262673,6,"Congruent","Center","left","up","16",5
0,390.488527743764,7,"Congruent","Double","left","up","16",5
0,352.734070770671,8,"Congruent","Spatial","left","up","16",5
0,508.823419099475,9,"Incongruent","None","left","up","16",5
0,426.265890188461,10,"Incongruent","Center","left","up","16",5
1,480.21772180171,11,"Incongruent","Double","left","up","16",5
0,349.390011570917,12,"Incongruent","Spatial","left","up","16",5
0,451.574432609797,13,"Neutral","None","left","down","16",5
0,269.346553495533,14,"Neutral","Center","left","down","16",5
0,511.848512616012,15,"Neutral","Double","left","down","16",5
0,353.24547718015,16,"Neutral","Spatial","left","down","16",5
0,354.047929547009,17,"Congruent","None","left","down","16",5
0,379.74790503389,18,"Congruent","Center","left","down","16",5
0,252.935042576583,19,"Congruent","Double","left","down","16",5
1,354.944045002688,20,"Congruent","Spatial","left","down","16",5
0,386.728042967738,21,"Incongruent","None","left","down","16",5
0,458.966197789103,22,"Incongruent","Center","left","down","16",5
0,468.898710569634,23,"Incongruent","Double","left","down","16",5
0,391.039791618713,24,"Incongruent","Spatial","left","down","16",5
0,388.025756957628,25,"Neutral","None","right","up","16",5
0,414.09526159982,26,"Neutral","Center","right","up","16",5
0,416.069899041625,27,"Neutral","Double","right","up","16",5
0,258.981785232601,28,"Neutral","Spatial","right","up","16",5
0,425.460341898656,29,"Congruent","None","right","up","16",5
0,322.280021577996,30,"Congruent","Center","right","up","16",5
0,338.339171462722,31,"Congruent","Double","right","up","16",5
0,383.31194112891,32,"Congruent","Spatial","right","up","16",5
0,418.227667652457,33,"Incongruent","None","right","up","16",5
0,511.378417506114,34,"Incongruent","Center","right","up","16",5
0,443.243331360753,35,"Incongruent","Double","right","up","16",5
0,414.085505757403,36,"Incongruent","Spatial","right","up","16",5
0,499.390978887504,37,"Neutral","None","right","down","16",5
1,386.343900061736,38,"Neutral","Center","right","down","16",5
0,336.023121019935,39,"Neutral","Double","right","down","16",5
0,385.226000734805,40,"Neutral","Spatial","right","down","16",5
0,397.519320646509,41,"Congruent","None","right","down","16",5
0,449.866308896123,42,"Congruent","Center","right","down","16",5
0,433.13852881585,43,"Congruent","Double","right","down","16",5
0,361.72771504832,44,"Congruent","Spatial","right","down","16",5
0,514.569133897275,45,"Incongruent","None","right","down","16",5
0,466.160030782104,46,"Incongruent","Center","right","down","16",5
0,384.467311224018,47,"Incongruent","Double","right","down","16",5
0,474.709790575773,48,"Incongruent","Spatial","right","down","16",5
0,433.872521527295,1,"Neutral","None","left","up","16",6
0,341.470971668705,2,"Neutral","Center","left","up","16",6
0,350.423087733699,3,"Neutral","Double","left","up","16",6
0,290.662953395045,4,"Neutral","Spatial","left","up","16",6
0,431.445095240322,5,"Congruent","None","left","up","16",6
0,339.822619540803,6,"Congruent","Center","left","up","16",6
0,236.871155319718,7,"Congruent","Double","left","up","16",6
1,331.548908061693,8,"Congruent","Spatial","left","up","16",6
0,409.479887984348,9,"Incongruent","None","left","up","16",6
0,468.720831708625,10,"Incongruent","Center","left","up","16",6
0,429.917607545108,11,"Incongruent","Double","left","up","16",6
0,440.481080686481,12,"Incongruent","Spatial","left","up","16",6
0,430.29558871408,13,"Neutral","None","left","down","16",6
0,451.328833780618,14,"Neutral","Center","left","down","16",6
0,369.211275097456,15,"Neutral","Double","left","down","16",6
0,252.154140622138,16,"Neutral","Spatial","left","down","16",6
0,429.939977800969,17,"Congruent","None","left","down","16",6
0,431.997619415918,18,"Congruent","Center","left","down","16",6
0,367.081276451768,19,"Congruent","Double","left","down","16",6
0,366.905879501934,20,"Congruent","Spatial","left","down","16",6
0,497.548954868112,21,"Incongruent","None","left","down","16",6
0,495.760760927851,22,"Incongruent","Center","left","down","16",6
0,498.770225069242,23,"Incongruent","Double","left","down","16",6
0,394.832253971202,24,"Incongruent","Spatial","left","down","16",6
1,386.924656558215,25,"Neutral","None","right","up","16",6
0,301.302530867566,26,"Neutral","Center","right","up","16",6
0,341.702994007853,27,"Neutral","Double","right","up","16",6
0,368.091056102091,28,"Neutral","Spatial","right","up","16",6
0,524.09354376267,29,"Congruent","None","right","up","16",6
0,386.667304677145,30,"Congruent","Center","right","up","16",6
0,298.748546052365,31,"Congruent","Double","right","up","16",6
0,370.904125018621,32,"Congruent","Spatial","right","up","16",6
1,442.134762804446,33,"Incongruent","None","right","up","16",6
0,472.293681759868,34,"Incongruent","Center","right","up","16",6
0,495.12236750485,35,"Incongruent","Double","right","up","16",6
0,436.118036187008,36,"Incongruent","Spatial","right","up","16",6
0,439.979826097538,37,"Neutral","None","right","down","16",6
0,363.758966386093,38,"Neutral","Center","right","down","16",6
0,335.992776734858,39,"Neutral","Double","right","down","16",6
0,389.086355491139,40,"Neutral","Spatial","right","down","16",6
0,398.723770438396,41,"Congruent","None","right","down","16",6
0,308.722372729848,42,"Congruent","Center","right","down","16",6
0,381.172383752904,43,"Congruent","Double","right","down","16",6
0,311.182344984639,44,"Congruent","Spatial","right","down","16",6
0,504.952253368002,45,"Incongruent","None","right","down","16",6
0,536.277246256798,46,"Incongruent","Center","right","down","16",6
0,479.123158760735,47,"Incongruent","Double","right","down","16",6
0,417.185318755534,48,"Incongruent","Spatial","right","down","16",6
0,397.642603033999,1,"Neutral","None","left","up","17",1
0,421.442056217713,2,"Neutral","Center","left","up","17",1
0,373.271262769631,3,"Neutral","Double","left","up","17",1
0,419.46658245745,4,"Neutral","Spatial","left","up","17",1
0,415.201918166428,5,"Congruent","None","left","up","17",1
0,446.225461264725,6,"Congruent","Center","left","up","17",1
0,314.853409925201,7,"Congruent","Double","left","up","17",1
0,297.602197980926,8,"Congruent","Spatial","left","up","17",1
0,516.33638051201,9,"Incongruent","None","left","up","17",1
0,407.023155415853,10,"Incongruent","Center","left","up","17",1
0,536.15967023781,11,"Incongruent","Double","left","up","17",1
0,401.457745699832,12,"Incongruent","Spatial","left","up","17",1
0,413.649295875944,13,"Neutral","None","left","down","17",1
0,402.960354071937,14,"Neutral","Center","left","down","17",1
0,353.728181059792,15,"Neutral","Double","left","down","17",1
0,368.030612791553,16,"Neutral","Spatial","left","down","17",1
0,451.996118714089,17,"Congruent","None","left","down","17",1
0,409.718929776329,18,"Congruent","Center","left","down","17",1
0,409.147184876011,19,"Congruent","Double","left","down","17",1
1,291.239458215019,20,"Congruent","Spatial","left","down","17",1
0,575.807840665819,21,"Incongruent","None","left","down","17",1
0,483.973714127027,22,"Incongruent","Center","left","down","17",1
0,459.492582919311,23,"Incongruent","Double","left","down","17",1
1,417.36591455132,24,"Incongruent","Spatial","left","down","17",1
1,351.951929815148,25,"Neutral","None","right","up","17",1
0,367.713965545044,26,"Neutral","Center","right","up","17",1
0,348.842205907679,27,"Neutral","Double","right","up","17",1
0,464.28548169912,28,"Neutral","Spatial","right","up","17",1
0,516.266625739291,29,"Congruent","None","right","up","17",1
0,399.687549224504,30,"Congruent","Center","right","up","17",1
0,355.156483153091,31,"Congruent","Double","right","up","17",1
0,377.966492028613,32,"Congruent","Spatial","right","up","17",1
0,493.336700881892,33,"Incongruent","None","right","up","17",1
0,497.262384250878,34,"Incongruent","Center","right","up","17",1
0,412.878235645853,35,"Incongruent","Double","right","up","17",1
0,533.897614433608,36,"Incongruent","Spatial","right","up","17",1
0,503.513536208249,37,"Neutral","None","right","down","17",1
0,389.804253577878,38,"Neutral","Center","right","down","17",1
0,373.002001003363,39,"Neutral","Double","right","down","17",1
0,296.351135354202,40,"Neutral","Spatial","right","down","17",1
0,428.979857250323,41,"Congruent","None","right","down","17",1
0,372.838524908856,42,"Congruent","Center","right","down","17",1
0,377.264418104537,43,"Congruent","Double","right","down","17",1
0,363.921814653485,44,"Congruent","Spatial","right","down","17",1
0,526.247153386049,45,"Incongruent","None","right","down","17",1
0,579.317608308957,46,"Incongruent","Center","right","down","17",1
0,493.248276484342,47,"Incongruent","Double","right","down","17",1
0,423.881342840236,48,"Incongruent","Spatial","right","down","17",1
0,409.193121651853,1,"Neutral","None","left","up","17",2
0,389.352905470242,2,"Neutral","Center","left","up","17",2
0,326.152803665659,3,"Neutral","Double","left","up","17",2
0,310.450163541233,4,"Neutral","Spatial","left","up","17",2
0,476.336918922477,5,"Congruent","None","left","up","17",2
0,354.943778300992,6,"Congruent","Center","left","up","17",2
0,377.889850880203,7,"Congruent","Double","left","up","17",2
0,321.754659281693,8,"Congruent","Spatial","left","up","17",2
0,505.992828899336,9,"Incongruent","None","left","up","17",2
0,447.20803757616,10,"Incongruent","Center","left","up","17",2
0,522.168598185331,11,"Incongruent","Double","left","up","17",2
0,422.053552249397,12,"Incongruent","Spatial","left","up","17",2
0,438.747326799003,13,"Neutral","None","left","down","17",2
0,328.570452347714,14,"Neutral","Center","left","down","17",2
0,401.175428329768,15,"Neutral","Double","left","down","17",2
0,324.499868661341,16,"Neutral","Spatial","left","down","17",2
1,543.578775915571,17,"Congruent","None","left","down","17",2
0,480.659699559909,18,"Congruent","Center","left","down","17",2
0,387.734248854175,19,"Congruent","Double","left","down","17",2
0,286.836341845063,20,"Congruent","Spatial","left","down","17",2
0,538.941286838526,21,"Incongruent","None","left","down","17",2
0,508.357988978531,22,"Incongruent","Center","left","down","17",2
0,444.521470142245,23,"Incongruent","Double","left","down","17",2
0,485.528667643407,24,"Incongruent","Spatial","left","down","17",2
0,407.889579693247,25,"Neutral","None","right","up","17",2
0,332.18244901003,26,"Neutral","Center","right","up","17",2
0,422.228726514536,27,"Neutral","Double","right","up","17",2
1,352.5622076867,28,"Neutral","Spatial","right","up","17",2
0,363.920636650192,29,"Congruent","None","right","up","17",2
1,348.27887017847,30,"Congruent","Center","right","up","17",2
0,341.202160509505,31,"Congruent","Double","right","up","17",2
0,293.157296472137,32,"Congruent","Spatial","right","up","17",2
0,541.28148822625,33,"Incongruent","None","right","up","17",2
0,477.309140589178,34,"Incongruent","Center","right","up","17",2
0,584.634509097241,35,"Incongruent","Double","right","up","17",2
0,440.741508782351,36,"Incongruent","Spatial","right","up","17",2
0,496.320931123062,37,"Neutral","None","right","down","17",2
0,432.611218486636,38,"Neutral","Center","right","down","17",2
0,369.202115020121,39,"Neutral","Double","right","down","17",2
0,351.59770594106,40,"Neutral","Spatial","right","down","17",2
0,502.906396518891,41,"Congruent","None","right","down","17",2
0,388.728868182071,42,"Congruent","Center","right","down","17",2
0,347.356088595149,43,"Congruent","Double","right","down","17",2
0,369.283915498746,44,"Congruent","Spatial","right","down","17",2
0,497.760375262232,45,"Incongruent","None","right","down","17",2
0,508.371067701395,46,"Incongruent","Center","right","down","17",2
0,509.770086576961,47,"Incongruent","Double","right","down","17",2
0,472.017509047437,48,"Incongruent","Spatial","right","down","17",2
0,426.524032579028,1,"Neutral","None","left","up","17",3
0,368.255562389998,2,"Neutral","Center","left","up","17",3
0,453.430786846629,3,"Neutral","Double","left","up","17",3
0,359.356923486292,4,"Neutral","Spatial","left","up","17",3
0,399.359647214076,5,"Congruent","None","left","up","17",3
0,372.619445898692,6,"Congruent","Center","left","up","17",3
0,357.423019380757,7,"Congruent","Double","left","up","17",3
0,313.028559017508,8,"Congruent","Spatial","left","up","17",3
0,418.782526096538,9,"Incongruent","None","left","up","17",3
0,529.829380179136,10,"Incongruent","Center","left","up","17",3
0,392.027743487049,11,"Incongruent","Double","left","up","17",3
1,445.419305823459,12,"Incongruent","Spatial","left","up","17",3
0,343.933093975623,13,"Neutral","None","left","down","17",3
0,282.670142945385,14,"Neutral","Center","left","down","17",3
0,328.795307250411,15,"Neutral","Double","left","down","17",3
0,360.792355266308,16,"Neutral","Spatial","left","down","17",3
0,487.929199888227,17,"Congruent","None","left","down","17",3
0,427.844939026068,18,"Congruent","Center","left","down","17",3
0,299.938388752031,19,"Congruent","Double","left","down","17",3
0,370.81074626219,20,"Congruent","Spatial","left","down","17",3
0,504.339792524737,21,"Incongruent","None","left","down","17",3
0,494.662850732008,22,"Incongruent","Center","left","down","17",3
0,415.697102991903,23,"Incongruent","Double","left","down","17",3
0,354.854980302403,24,"Incongruent","Spatial","left","down","17",3
0,496.449172382228,25,"Neutral","None","right","up","17",3
0,388.125678977701,26,"Neutral","Center","right","up","17",3
0,414.889220998872,27,"Neutral","Double","right","up","17",3
1,341.155598767974,28,"Neutral","Spatial","right","up","17",3
1,417.730513254166,29,"Congruent","None","right","up","17",3
0,259.249088101635,30,"Congruent","Center","right","up","17",3
0,438.193572500565,31,"Congruent","Double","right","up","17",3
0,436.514001124889,32,"Congruent","Spatial","right","up","17",3
0,581.776791914117,33,"Incongruent","None","right","up","17",3
0,495.150485798146,34,"Incongruent","Center","right","up","17",3
0,550.929352872194,35,"Incongruent","Double","right","up","17",3
0,458.083725565503,36,"Incongruent","Spatial","right","up","17",3
0,450.361024310696,37,"Neutral","None","right","down","17",3
0,430.891830752121,38,"Neutral","Center","right","down","17",3
0,372.858655059759,39,"Neutral","Double","right","down","17",3
0,244.655549262175,40,"Neutral","Spatial","right","down","17",3
0,476.360615283954,41,"Congruent","None","right","down","17",3
0,426.37585443371,42,"Congruent","Center","right","down","17",3
0,429.954971263411,43,"Congruent","Double","right","down","17",3
0,258.065976668517,44,"Congruent","Spatial","right","down","17",3
0,462.752035780609,45,"Incongruent","None","right","down","17",3
0,472.403371507042,46,"Incongruent","Center","right","down","17",3
0,568.054249663801,47,"Incongruent","Double","right","down","17",3
0,379.891987148918,48,"Incongruent","Spatial","right","down","17",3
0,387.914863219186,1,"Neutral","None","left","up","17",4
0,498.287152861492,2,"Neutral","Center","left","up","17",4
0,375.782732741123,3,"Neutral","Double","left","up","17",4
0,342.17102010453,4,"Neutral","Spatial","left","up","17",4
0,391.108466653541,5,"Congruent","None","left","up","17",4
0,426.753556280423,6,"Congruent","Center","left","up","17",4
0,446.638685078043,7,"Congruent","Double","left","up","17",4
1,281.26285064203,8,"Congruent","Spatial","left","up","17",4
0,507.444653204258,9,"Incongruent","None","left","up","17",4
0,520.242164850068,10,"Incongruent","Center","left","up","17",4
0,532.101954727789,11,"Incongruent","Double","left","up","17",4
0,384.519127845862,12,"Incongruent","Spatial","left","up","17",4
0,301.188642113815,13,"Neutral","None","left","down","17",4
0,370.452277959383,14,"Neutral","Center","left","down","17",4
0,391.935174085561,15,"Neutral","Double","left","down","17",4
0,380.318377671477,16,"Neutral","Spatial","left","down","17",4
1,355.8761490457,17,"Congruent","None","left","down","17",4
0,352.846490972353,18,"Congruent","Center","left","down","17",4
0,356.264855036314,19,"Congruent","Double","left","down","17",4
0,314.395314406295,20,"Congruent","Spatial","left","down","17",4
0,554.902768156686,21,"Incongruent","None","left","down","17",4
0,414.166592216583,22,"Incongruent","Center","left","down","17",4
0,442.48421808545,23,"Incongruent","Double","left","down","17",4
0,350.694253536806,24,"Incongruent","Spatial","left","down","17",4
0,356.021804196412,25,"Neutral","None","right","up","17",4
0,434.095539546562,26,"Neutral","Center","right","up","17",4
0,345.441344166303,27,"Neutral","Double","right","up","17",4
0,357.03313435894,28,"Neutral","Spatial","right","up","17",4
0,378.762243094438,29,"Congruent","None","right","up","17",4
0,442.702592900446,30,"Congruent","Center","right","up","17",4
0,270.843278124821,31,"Congruent","Double","right","up","17",4
0,351.787420987589,32,"Congruent","Spatial","right","up","17",4
0,474.373794209065,33,"Incongruent","None","right","up","17",4
0,513.828587595382,34,"Incongruent","Center","right","up","17",4
0,420.124987334333,35,"Incongruent","Double","right","up","17",4
0,465.116949232932,36,"Incongruent","Spatial","right","up","17",4
1,387.555264823306,37,"Neutral","None","right","down","17",4
0,324.074498226231,38,"Neutral","Center","right","down","17",4
1,415.138013421056,39,"Neutral","Double","right","down","17",4
0,394.093044236563,40,"Neutral","Spatial","right","down","17",4
0,449.516961640612,41,"Congruent","None","right","down","17",4
0,357.034705453023,42,"Congruent","Center","right","down","17",4
0,364.620318452905,43,"Congruent","Double","right","down","17",4
0,331.460843529557,44,"Congruent","Spatial","right","down","17",4
0,426.318109174825,45,"Incongruent","None","right","down","17",4
0,485.381074758965,46,"Incongruent","Center","right","down","17",4
1,481.874225649827,47,"Incongruent","Double","right","down","17",4
0,376.310641807385,48,"Incongruent","Spatial","right","down","17",4
0,372.884480698679,1,"Neutral","None","left","up","17",5
1,438.77303300051,2,"Neutral","Center","left","up","17",5
0,351.292717622726,3,"Neutral","Double","left","up","17",5
0,422.215425632742,4,"Neutral","Spatial","left","up","17",5
0,413.577317993269,5,"Congruent","None","left","up","17",5
0,387.646106075841,6,"Congruent","Center","left","up","17",5
0,412.751371048867,7,"Congruent","Double","left","up","17",5
0,386.46383650467,8,"Congruent","Spatial","left","up","17",5
