rt,group,direction,flank,cue,trial,error,subnum,block
577.4765294,Control,left,Neutral,Spatial,16,0,112,1
649.3885315,Control,left,Congruent,None,17,0,112,1
589.9967967,Control,left,Congruent,Center,18,0,112,1
615.6691558,Control,left,Congruent,Double,19,0,112,1
460.5488286,Control,left,Congruent,Spatial,20,0,112,1
666.8396827,Control,left,Incongruent,None,21,0,112,1
697.1054764,Control,left,Incongruent,Center,22,0,112,1
615.2778351,Control,left,Incongruent,Double,23,1,112,1
615.8590977,Control,left,Incongruent,Spatial,24,0,112,1
604.2564566,Control,right,Neutral,None,25,0,112,1
601.7577916,Control,right,Neutral,Center,26,1,112,1
452.6442533,Control,right,Neutral,Double,27,1,112,1
526.5701249,Control,right,Neutral,Spatial,28,0,112,1
651.12141,Control,right,Congruent,None,29,0,112,1
577.5596031,Control,right,Congruent,Center,30,0,112,1
617.0436657,Control,right,Congruent,Double,31,0,112,1
506.2890492,Control,right,Congruent,Spatial,32,0,112,1
664.3422798,Control,right,Incongruent,None,33,0,112,1
692.8239919,Control,right,Incongruent,Center,34,0,112,1
635.720795,Control,right,Incongruent,Double,35,0,112,1
651.4025925,Control,right,Incongruent,Spatial,36,0,112,1
704.0883722,Control,right,Neutral,None,37,0,112,1
521.6254947,Control,right,Neutral,Center,38,0,112,1
490.6121788,Control,right,Neutral,Double,39,0,112,1
576.0505097,Control,right,Neutral,Spatial,40,0,112,1
635.9080925,Control,right,Congruent,None,41,0,112,1
585.9752197,Control,right,Congruent,Center,42,0,112,1
496.7450885,Control,right,Congruent,Double,43,0,112,1
518.322939,Control,right,Congruent,Spatial,44,0,112,1
723.0171683,Control,right,Incongruent,None,45,0,112,1
631.6887968,Control,right,Incongruent,Center,46,0,112,1
661.988706,Control,right,Incongruent,Double,47,0,112,1
464.180607,Control,right,Incongruent,Spatial,48,0,112,1
659.4173956,Control,left,Neutral,None,1,0,112,2
480.4831987,Control,left,Neutral,Center,2,0,112,2
465.6907488,Control,left,Neutral,Double,3,0,112,2
575.1466912,Control,left,Neutral,Spatial,4,0,112,2
636.8409091,Control,left,Congruent,None,5,0,112,2
521.4445255,Control,left,Congruent,Center,6,0,112,2
523.9809597,Control,left,Congruent,Double,7,0,112,2
554.7959689,Control,left,Congruent,Spatial,8,0,112,2
724.535221,Control,left,Incongruent,None,9,0,112,2
647.3985754,Control,left,Incongruent,Center,10,0,112,2
611.4960077,Control,left,Incongruent,Double,11,0,112,2
560.0224378,Control,left,Incongruent,Spatial,12,0,112,2
621.6945048,Control,left,Neutral,None,13,0,112,2
540.6243043,Control,left,Neutral,Center,14,0,112,2
495.3147523,Control,left,Neutral,Double,15,0,112,2
463.8794899,Control,left,Neutral,Spatial,16,0,112,2
598.870675,Control,left,Congruent,None,17,0,112,2
549.4630074,Control,left,Congruent,Center,18,0,112,2
519.9881524,Control,left,Congruent,Double,19,0,112,2
500.9164162,Control,left,Congruent,Spatial,20,0,112,2
679.4770723,Control,left,Incongruent,None,21,0,112,2
675.1494482,Control,left,Incongruent,Center,22,0,112,2
728.695973,Control,left,Incongruent,Double,23,0,112,2
707.3614076,Control,left,Incongruent,Spatial,24,0,112,2
626.107442,Control,right,Neutral,None,25,1,112,2
505.3789936,Control,right,Neutral,Center,26,0,112,2
581.4156304,Control,right,Neutral,Double,27,0,112,2
452.0538486,Control,right,Neutral,Spatial,28,1,112,2
674.6641875,Control,right,Congruent,None,29,0,112,2
507.5875042,Control,right,Congruent,Center,30,0,112,2
560.3840971,Control,right,Congruent,Double,31,0,112,2
606.6511208,Control,right,Congruent,Spatial,32,0,112,2
705.1271675,Control,right,Incongruent,None,33,0,112,2
650.8154859,Control,right,Incongruent,Center,34,0,112,2
677.0734261,Control,right,Incongruent,Double,35,0,112,2
662.7609484,Control,right,Incongruent,Spatial,36,0,112,2
557.0182263,Control,right,Neutral,None,37,0,112,2
580.8691997,Control,right,Neutral,Center,38,0,112,2
611.7918282,Control,right,Neutral,Double,39,0,112,2
483.2995611,Control,right,Neutral,Spatial,40,0,112,2
626.4186422,Control,right,Congruent,None,41,0,112,2
546.3150886,Control,right,Congruent,Center,42,0,112,2
550.4729743,Control,right,Congruent,Double,43,0,112,2
565.0090441,Control,right,Congruent,Spatial,44,0,112,2
662.3210999,Control,right,Incongruent,None,45,0,112,2
642.1871045,Control,right,Incongruent,Center,46,0,112,2
625.6813437,Control,right,Incongruent,Double,47,0,112,2
537.6590253,Control,right,Incongruent,Spatial,48,0,112,2
491.3536599,Control,left,Neutral,None,1,0,112,3
514.10469,Control,left,Neutral,Center,2,0,112,3
629.989138,Control,left,Neutral,Double,3,0,112,3
506.540336,Control,left,Neutral,Spatial,4,0,112,3
536.090558,Control,left,Congruent,None,5,1,112,3
521.2296133,Control,left,Congruent,Center,6,0,112,3
475.5177757,Control,left,Congruent,Double,7,0,112,3
434.8703746,Control,left,Congruent,Spatial,8,0,112,3
716.562686,Control,left,Incongruent,None,9,0,112,3
635.4435459,Control,left,Incongruent,Center,10,0,112,3
678.8584896,Control,left,Incongruent,Double,11,0,112,3
548.6614804,Control,left,Incongruent,Spatial,12,0,112,3
527.8761162,Control,left,Neutral,None,13,1,112,3
520.4774218,Control,left,Neutral,Center,14,0,112,3
505.3876601,Control,left,Neutral,Double,15,0,112,3
463.4065013,Control,left,Neutral,Spatial,16,0,112,3
599.1151717,Control,left,Congruent,None,17,0,112,3
599.6531405,Control,left,Congruent,Center,18,1,112,3
547.1782512,Control,left,Congruent,Double,19,0,112,3
408.823451,Control,left,Congruent,Spatial,20,0,112,3
764.7422898,Control,left,Incongruent,None,21,0,112,3
709.0159269,Control,left,Incongruent,Center,22,0,112,3
765.7081739,Control,left,Incongruent,Double,23,0,112,3
567.9668418,Control,left,Incongruent,Spatial,24,0,112,3
703.5644707,Control,right,Neutral,None,25,0,112,3
561.6357039,Control,right,Neutral,Center,26,0,112,3
526.3265828,Control,right,Neutral,Double,27,1,112,3
468.3327184,Control,right,Neutral,Spatial,28,0,112,3
526.829596,Control,right,Congruent,None,29,0,112,3
601.785963,Control,right,Congruent,Center,30,1,112,3
609.6437355,Control,right,Congruent,Double,31,1,112,3
567.1992272,Control,right,Congruent,Spatial,32,1,112,3
705.260429,Control,right,Incongruent,None,33,0,112,3
664.3922472,Control,right,Incongruent,Center,34,0,112,3
657.8816571,Control,right,Incongruent,Double,35,0,112,3
679.7493122,Control,right,Incongruent,Spatial,36,0,112,3
577.7197831,Control,right,Neutral,None,37,0,112,3
516.1803025,Control,right,Neutral,Center,38,0,112,3
565.5802796,Control,right,Neutral,Double,39,0,112,3
480.657429,Control,right,Neutral,Spatial,40,0,112,3
536.2816194,Control,right,Congruent,None,41,0,112,3
505.1552211,Control,right,Congruent,Center,42,0,112,3
570.1330071,Control,right,Congruent,Double,43,0,112,3
605.0014882,Control,right,Congruent,Spatial,44,0,112,3
747.941693,Control,right,Incongruent,None,45,0,112,3
594.7228052,Control,right,Incongruent,Center,46,0,112,3
653.8599338,Control,right,Incongruent,Double,47,0,112,3
681.5956666,Control,right,Incongruent,Spatial,48,0,112,3
670.453063,Control,left,Neutral,None,1,1,112,4
597.489657,Control,left,Neutral,Center,2,0,112,4
555.4854652,Control,left,Neutral,Double,3,0,112,4
571.1578393,Control,left,Neutral,Spatial,4,0,112,4
654.3526481,Control,left,Congruent,None,5,0,112,4
540.3254422,Control,left,Congruent,Center,6,0,112,4
505.2249944,Control,left,Congruent,Double,7,0,112,4
495.5121322,Control,left,Congruent,Spatial,8,0,112,4
598.1974827,Control,left,Incongruent,None,9,0,112,4
693.8678125,Control,left,Incongruent,Center,10,0,112,4
639.7392598,Control,left,Incongruent,Double,11,0,112,4
463.2658078,Control,left,Incongruent,Spatial,12,0,112,4
545.14674,Control,left,Neutral,None,13,0,112,4
569.3096717,Control,left,Neutral,Center,14,1,112,4
596.0459575,Control,left,Neutral,Double,15,0,112,4
528.7584099,Control,left,Neutral,Spatial,16,0,112,4
542.9552516,Control,left,Congruent,None,17,0,112,4
512.415077,Control,left,Congruent,Center,18,0,112,4
698.2261946,Control,left,Congruent,Double,19,0,112,4
581.8402323,Control,left,Congruent,Spatial,20,0,112,4
686.1277707,Control,left,Incongruent,None,21,1,112,4
644.6257557,Control,left,Incongruent,Center,22,0,112,4
642.4233582,Control,left,Incongruent,Double,23,0,112,4
619.4887045,Control,left,Incongruent,Spatial,24,0,112,4
589.1047229,Control,right,Neutral,None,25,0,112,4
522.7748811,Control,right,Neutral,Center,26,0,112,4
531.2709837,Control,right,Neutral,Double,27,0,112,4
511.381195,Control,right,Neutral,Spatial,28,0,112,4
648.4838609,Control,right,Congruent,None,29,0,112,4
440.0296753,Control,right,Congruent,Center,30,1,112,4
642.4046899,Control,right,Congruent,Double,31,0,112,4
518.9926609,Control,right,Congruent,Spatial,32,0,112,4
690.7528382,Control,right,Incongruent,None,33,0,112,4
682.3420252,Control,right,Incongruent,Center,34,0,112,4
612.3000008,Control,right,Incongruent,Double,35,0,112,4
524.0025267,Control,right,Incongruent,Spatial,36,0,112,4
549.7627372,Control,right,Neutral,None,37,1,112,4
578.3384271,Control,right,Neutral,Center,38,0,112,4
576.7064035,Control,right,Neutral,Double,39,1,112,4
449.4982021,Control,right,Neutral,Spatial,40,0,112,4
595.3538792,Control,right,Congruent,None,41,0,112,4
476.0795461,Control,right,Congruent,Center,42,0,112,4
564.3940334,Control,right,Congruent,Double,43,0,112,4
484.4687265,Control,right,Congruent,Spatial,44,0,112,4
629.8597788,Control,right,Incongruent,None,45,0,112,4
663.8150362,Control,right,Incongruent,Center,46,0,112,4
701.8429293,Control,right,Incongruent,Double,47,0,112,4
495.4585947,Control,right,Incongruent,Spatial,48,0,112,4
574.8266196,Control,left,Neutral,None,1,0,112,5
646.0867667,Control,left,Neutral,Center,2,0,112,5
573.3022354,Control,left,Neutral,Double,3,0,112,5
640.9404677,Control,left,Neutral,Spatial,4,0,112,5
530.040961,Control,left,Congruent,None,5,0,112,5
557.7018537,Control,left,Congruent,Center,6,0,112,5
499.3282083,Control,left,Congruent,Double,7,0,112,5
569.5502486,Control,left,Congruent,Spatial,8,0,112,5
736.8548695,Control,left,Incongruent,None,9,0,112,5
673.0216648,Control,left,Incongruent,Center,10,1,112,5
728.8763798,Control,left,Incongruent,Double,11,0,112,5
628.3455985,Control,left,Incongruent,Spatial,12,0,112,5
527.8676025,Control,left,Neutral,None,13,0,112,5
536.7924208,Control,left,Neutral,Center,14,0,112,5
596.1759598,Control,left,Neutral,Double,15,0,112,5
394.9229011,Control,left,Neutral,Spatial,16,0,112,5
616.110212,Control,left,Congruent,None,17,0,112,5
528.1022965,Control,left,Congruent,Center,18,0,112,5
523.8393776,Control,left,Congruent,Double,19,0,112,5
454.5603689,Control,left,Congruent,Spatial,20,0,112,5
688.4509595,Control,left,Incongruent,None,21,0,112,5
663.6057159,Control,left,Incongruent,Center,22,0,112,5
674.4950011,Control,left,Incongruent,Double,23,0,112,5
598.5993817,Control,left,Incongruent,Spatial,24,0,112,5
622.2987249,Control,right,Neutral,None,25,0,112,5
576.342422,Control,right,Neutral,Center,26,0,112,5
512.5966221,Control,right,Neutral,Double,27,0,112,5
561.0918534,Control,right,Neutral,Spatial,28,0,112,5
654.7115143,Control,right,Congruent,None,29,0,112,5
553.8652991,Control,right,Congruent,Center,30,0,112,5
531.2680896,Control,right,Congruent,Double,31,0,112,5
513.7635722,Control,right,Congruent,Spatial,32,0,112,5
718.5259565,Control,right,Incongruent,None,33,1,112,5
623.9338238,Control,right,Incongruent,Center,34,0,112,5
686.6665654,Control,right,Incongruent,Double,35,0,112,5
615.2623737,Control,right,Incongruent,Spatial,36,0,112,5
497.274745,Control,right,Neutral,None,37,0,112,5
515.787528,Control,right,Neutral,Center,38,0,112,5
481.8381126,Control,right,Neutral,Double,39,0,112,5
567.8138922,Control,right,Neutral,Spatial,40,0,112,5
547.5907169,Control,right,Congruent,None,41,1,112,5
528.7225594,Control,right,Congruent,Center,42,1,112,5
533.2563436,Control,right,Congruent,Double,43,0,112,5
569.5144544,Control,right,Congruent,Spatial,44,0,112,5
697.0356861,Control,right,Incongruent,None,45,0,112,5
645.5367746,Control,right,Incongruent,Center,46,0,112,5
609.3915374,Control,right,Incongruent,Double,47,0,112,5
605.2105576,Control,right,Incongruent,Spatial,48,0,112,5
594.6678467,Control,left,Neutral,None,1,1,112,6
420.8153402,Control,left,Neutral,Center,2,0,112,6
592.6099773,Control,left,Neutral,Double,3,0,112,6
533.7331306,Control,left,Neutral,Spatial,4,0,112,6
577.8604114,Control,left,Congruent,None,5,0,112,6
557.8380051,Control,left,Congruent,Center,6,0,112,6
507.5634904,Control,left,Congruent,Double,7,0,112,6
611.4647316,Control,left,Congruent,Spatial,8,0,112,6
675.716727,Control,left,Incongruent,None,9,0,112,6
719.4092141,Control,left,Incongruent,Center,10,0,112,6
712.8242045,Control,left,Incongruent,Double,11,0,112,6
544.3809162,Control,left,Incongruent,Spatial,12,0,112,6
565.4935503,Control,left,Neutral,None,13,0,112,6
563.7122737,Control,left,Neutral,Center,14,0,112,6
525.9606685,Control,left,Neutral,Double,15,0,112,6
565.7914387,Control,left,Neutral,Spatial,16,0,112,6
608.6175094,Control,left,Congruent,None,17,0,112,6
575.6282258,Control,left,Congruent,Center,18,0,112,6
456.639828,Control,left,Congruent,Double,19,0,112,6
476.4888284,Control,left,Congruent,Spatial,20,0,112,6
683.8476474,Control,left,Incongruent,None,21,1,112,6
671.5983888,Control,left,Incongruent,Center,22,0,112,6
596.9554223,Control,left,Incongruent,Double,23,0,112,6
581.3715283,Control,left,Incongruent,Spatial,24,0,112,6
581.5199123,Control,right,Neutral,None,25,0,112,6
590.3921219,Control,right,Neutral,Center,26,0,112,6
559.8766369,Control,right,Neutral,Double,27,1,112,6
511.1527847,Control,right,Neutral,Spatial,28,0,112,6
655.0957231,Control,right,Congruent,None,29,0,112,6
541.8973253,Control,right,Congruent,Center,30,0,112,6
549.3272361,Control,right,Congruent,Double,31,0,112,6
510.8498951,Control,right,Congruent,Spatial,32,0,112,6
677.5086215,Control,right,Incongruent,None,33,0,112,6
674.1457266,Control,right,Incongruent,Center,34,0,112,6
689.1304197,Control,right,Incongruent,Double,35,0,112,6
595.7962414,Control,right,Incongruent,Spatial,36,0,112,6
611.4119187,Control,right,Neutral,None,37,0,112,6
544.5807806,Control,right,Neutral,Center,38,0,112,6
600.2530498,Control,right,Neutral,Double,39,0,112,6
539.4359548,Control,right,Neutral,Spatial,40,0,112,6
584.1808638,Control,right,Congruent,None,41,0,112,6
568.3178316,Control,right,Congruent,Center,42,0,112,6
506.9455221,Control,right,Congruent,Double,43,0,112,6
490.6186845,Control,right,Congruent,Spatial,44,0,112,6
552.4598497,Control,right,Incongruent,None,45,0,112,6
611.7350073,Control,right,Incongruent,Center,46,0,112,6
668.1083759,Control,right,Incongruent,Double,47,0,112,6
688.6951236,Control,right,Incongruent,Spatial,48,0,112,6
498.1641548,Control,left,Neutral,None,1,0,113,1
557.9318783,Control,left,Neutral,Center,2,0,113,1
507.169261,Control,left,Neutral,Double,3,0,113,1
499.4684003,Control,left,Neutral,Spatial,4,0,113,1
637.8132539,Control,left,Congruent,None,5,0,113,1
500.0132759,Control,left,Congruent,Center,6,0,113,1
497.8127738,Control,left,Congruent,Double,7,1,113,1
508.3934465,Control,left,Congruent,Spatial,8,0,113,1
594.2748751,Control,left,Incongruent,None,9,0,113,1
569.048274,Control,left,Incongruent,Center,10,0,113,1
625.5893126,Control,left,Incongruent,Double,11,0,113,1
561.0698511,Control,left,Incongruent,Spatial,12,0,113,1
520.2475668,Control,left,Neutral,None,13,0,113,1
494.553167,Control,left,Neutral,Center,14,0,113,1
547.7750338,Control,left,Neutral,Double,15,0,113,1
441.3690531,Control,left,Neutral,Spatial,16,0,113,1
668.565786,Control,left,Congruent,None,17,0,113,1
447.0482477,Control,left,Congruent,Center,18,0,113,1
495.4237255,Control,left,Congruent,Double,19,0,113,1
522.5966947,Control,left,Congruent,Spatial,20,0,113,1
616.8027452,Control,left,Incongruent,None,21,0,113,1
639.1548873,Control,left,Incongruent,Center,22,1,113,1
603.0875513,Control,left,Incongruent,Double,23,0,113,1
612.9386815,Control,left,Incongruent,Spatial,24,0,113,1
622.6003774,Control,right,Neutral,None,25,0,113,1
589.9981896,Control,right,Neutral,Center,26,1,113,1
563.2364344,Control,right,Neutral,Double,27,0,113,1
614.2973087,Control,right,Neutral,Spatial,28,0,113,1
596.4257572,Control,right,Congruent,None,29,0,113,1
560.1169108,Control,right,Congruent,Center,30,0,113,1
468.5115683,Control,right,Congruent,Double,31,0,113,1
493.0955927,Control,right,Congruent,Spatial,32,0,113,1
717.7068181,Control,right,Incongruent,None,33,0,113,1
654.0921261,Control,right,Incongruent,Center,34,0,113,1
730.4009008,Control,right,Incongruent,Double,35,0,113,1
680.3026519,Control,right,Incongruent,Spatial,36,0,113,1
560.6039326,Control,right,Neutral,None,37,0,113,1
449.4875406,Control,right,Neutral,Center,38,0,113,1
601.8186923,Control,right,Neutral,Double,39,0,113,1
603.2538556,Control,right,Neutral,Spatial,40,0,113,1
651.2308751,Control,right,Congruent,None,41,0,113,1
539.380688,Control,right,Congruent,Center,42,1,113,1
555.5518142,Control,right,Congruent,Double,43,0,113,1
532.3037801,Control,right,Congruent,Spatial,44,0,113,1
696.0299839,Control,right,Incongruent,None,45,0,113,1
668.8780959,Control,right,Incongruent,Center,46,0,113,1
613.8170596,Control,right,Incongruent,Double,47,0,113,1
551.3694737,Control,right,Incongruent,Spatial,48,0,113,1
615.6250577,Control,left,Neutral,None,1,0,113,2
514.6286083,Control,left,Neutral,Center,2,0,113,2
571.0601743,Control,left,Neutral,Double,3,0,113,2
532.409399,Control,left,Neutral,Spatial,4,0,113,2
574.7338697,Control,left,Congruent,None,5,0,113,2
539.6693923,Control,left,Congruent,Center,6,0,113,2
546.480701,Control,left,Congruent,Double,7,0,113,2
612.6172076,Control,left,Congruent,Spatial,8,0,113,2
631.57212,Control,left,Incongruent,None,9,0,113,2
621.737061,Control,left,Incongruent,Center,10,0,113,2
728.3331704,Control,left,Incongruent,Double,11,0,113,2
502.9799496,Control,left,Incongruent,Spatial,12,0,113,2
657.2523063,Control,left,Neutral,None,13,1,113,2
471.9025218,Control,left,Neutral,Center,14,0,113,2
568.5610794,Control,left,Neutral,Double,15,0,113,2
511.7880519,Control,left,Neutral,Spatial,16,0,113,2
582.4074884,Control,left,Congruent,None,17,0,113,2
502.81225,Control,left,Congruent,Center,18,0,113,2
563.3688308,Control,left,Congruent,Double,19,0,113,2
416.7264144,Control,left,Congruent,Spatial,20,0,113,2
675.5276968,Control,left,Incongruent,None,21,0,113,2
625.6685029,Control,left,Incongruent,Center,22,0,113,2
704.8766063,Control,left,Incongruent,Double,23,0,113,2
655.6416214,Control,left,Incongruent,Spatial,24,0,113,2
563.6616631,Control,right,Neutral,None,25,0,113,2
537.6069317,Control,right,Neutral,Center,26,0,113,2
551.7214595,Control,right,Neutral,Double,27,0,113,2
564.2658933,Control,right,Neutral,Spatial,28,0,113,2
664.8072959,Control,right,Congruent,None,29,0,113,2
614.3814978,Control,right,Congruent,Center,30,0,113,2
528.0648206,Control,right,Congruent,Double,31,0,113,2
540.2148271,Control,right,Congruent,Spatial,32,0,113,2
716.0383704,Control,right,Incongruent,None,33,0,113,2
732.2381872,Control,right,Incongruent,Center,34,0,113,2
600.6874192,Control,right,Incongruent,Double,35,0,113,2
688.6250065,Control,right,Incongruent,Spatial,36,0,113,2
635.7427151,Control,right,Neutral,None,37,0,113,2
601.8706286,Control,right,Neutral,Center,38,0,113,2
491.2214185,Control,right,Neutral,Double,39,0,113,2
486.2872365,Control,right,Neutral,Spatial,40,0,113,2
596.509371,Control,right,Congruent,None,41,0,113,2
511.8738403,Control,right,Congruent,Center,42,0,113,2
516.3695148,Control,right,Congruent,Double,43,0,113,2
453.6154006,Control,right,Congruent,Spatial,44,1,113,2
676.136327,Control,right,Incongruent,None,45,0,113,2
711.4394767,Control,right,Incongruent,Center,46,0,113,2
615.6213491,Control,right,Incongruent,Double,47,0,113,2
488.0415943,Control,right,Incongruent,Spatial,48,1,113,2
624.8913069,Control,left,Neutral,None,1,0,113,3
575.3240825,Control,left,Neutral,Center,2,1,113,3
571.1802203,Control,left,Neutral,Double,3,0,113,3
541.2474954,Control,left,Neutral,Spatial,4,1,113,3
450.957261,Control,left,Congruent,None,5,0,113,3
644.346336,Control,left,Congruent,Center,6,0,113,3
567.994013,Control,left,Congruent,Double,7,0,113,3
529.571382,Control,left,Congruent,Spatial,8,0,113,3
610.6373242,Control,left,Incongruent,None,9,0,113,3
672.216178,Control,left,Incongruent,Center,10,0,113,3
607.3028001,Control,left,Incongruent,Double,11,0,113,3
590.5505712,Control,left,Incongruent,Spatial,12,0,113,3
593.162396,Control,left,Neutral,None,13,0,113,3
550.6621997,Control,left,Neutral,Center,14,0,113,3
579.0052794,Control,left,Neutral,Double,15,0,113,3
507.2137317,Control,left,Neutral,Spatial,16,0,113,3
575.0450991,Control,left,Congruent,None,17,0,113,3
508.6536418,Control,left,Congruent,Center,18,0,113,3
530.5084007,Control,left,Congruent,Double,19,1,113,3
485.3730348,Control,left,Congruent,Spatial,20,0,113,3
718.7555074,Control,left,Incongruent,None,21,0,113,3
654.897971,Control,left,Incongruent,Center,22,0,113,3
620.1419787,Control,left,Incongruent,Double,23,0,113,3
601.1622619,Control,left,Incongruent,Spatial,24,0,113,3
574.0383428,Control,right,Neutral,None,25,1,113,3
645.9555715,Control,right,Neutral,Center,26,0,113,3
482.7630825,Control,right,Neutral,Double,27,0,113,3
501.9780002,Control,right,Neutral,Spatial,28,0,113,3
651.0790438,Control,right,Congruent,None,29,0,113,3
518.3584568,Control,right,Congruent,Center,30,1,113,3
534.8282577,Control,right,Congruent,Double,31,0,113,3
530.5639102,Control,right,Congruent,Spatial,32,0,113,3
619.2709789,Control,right,Incongruent,None,33,0,113,3
699.9143835,Control,right,Incongruent,Center,34,0,113,3
563.3855048,Control,right,Incongruent,Double,35,0,113,3
568.2919394,Control,right,Incongruent,Spatial,36,0,113,3
517.2445249,Control,right,Neutral,None,37,1,113,3
508.3264606,Control,right,Neutral,Center,38,0,113,3
660.4441675,Control,right,Neutral,Double,39,0,113,3
496.8222186,Control,right,Neutral,Spatial,40,0,113,3
699.8554251,Control,right,Congruent,None,41,0,113,3
537.8579014,Control,right,Congruent,Center,42,0,113,3
517.2630227,Control,right,Congruent,Double,43,0,113,3
483.5261712,Control,right,Congruent,Spatial,44,0,113,3
705.2367824,Control,right,Incongruent,None,45,0,113,3
603.0557104,Control,right,Incongruent,Center,46,1,113,3
688.7633067,Control,right,Incongruent,Double,47,0,113,3
542.7816477,Control,right,Incongruent,Spatial,48,0,113,3
686.4536406,Control,left,Neutral,None,1,0,113,4
509.2503861,Control,left,Neutral,Center,2,0,113,4
460.4883508,Control,left,Neutral,Double,3,0,113,4
584.5472231,Control,left,Neutral,Spatial,4,1,113,4
635.1816537,Control,left,Congruent,None,5,0,113,4
501.865321,Control,left,Congruent,Center,6,0,113,4
485.1231504,Control,left,Congruent,Double,7,0,113,4
509.9561289,Control,left,Congruent,Spatial,8,0,113,4
705.0504102,Control,left,Incongruent,None,9,1,113,4
637.6329388,Control,left,Incongruent,Center,10,0,113,4
644.6861645,Control,left,Incongruent,Double,11,0,113,4
587.2331855,Control,left,Incongruent,Spatial,12,0,113,4
626.6223059,Control,left,Neutral,None,13,1,113,4
491.1982074,Control,left,Neutral,Center,14,0,113,4
669.1827034,Control,left,Neutral,Double,15,0,113,4
443.4165469,Control,left,Neutral,Spatial,16,0,113,4
531.9615835,Control,left,Congruent,None,17,0,113,4
538.2453772,Control,left,Congruent,Center,18,0,113,4
540.5222509,Control,left,Congruent,Double,19,0,113,4
520.0414369,Control,left,Congruent,Spatial,20,0,113,4
656.7317329,Control,left,Incongruent,None,21,0,113,4
644.4993108,Control,left,Incongruent,Center,22,0,113,4
634.3108589,Control,left,Incongruent,Double,23,0,113,4
617.7974128,Control,left,Incongruent,Spatial,24,0,113,4
592.2386814,Control,right,Neutral,None,25,1,113,4
537.3496651,Control,right,Neutral,Center,26,0,113,4
462.4348228,Control,right,Neutral,Double,27,0,113,4
422.023666,Control,right,Neutral,Spatial,28,0,113,4
580.3607001,Control,right,Congruent,None,29,0,113,4
503.1742631,Control,right,Congruent,Center,30,0,113,4
456.7379804,Control,right,Congruent,Double,31,0,113,4
422.0344276,Control,right,Congruent,Spatial,32,0,113,4
706.1241097,Control,right,Incongruent,None,33,0,113,4
655.2951493,Control,right,Incongruent,Center,34,0,113,4
664.5068501,Control,right,Incongruent,Double,35,0,113,4
497.8018281,Control,right,Incongruent,Spatial,36,0,113,4
567.2592689,Control,right,Neutral,None,37,0,113,4
545.5428626,Control,right,Neutral,Center,38,0,113,4
510.5294267,Control,right,Neutral,Double,39,0,113,4
517.1199192,Control,right,Neutral,Spatial,40,0,113,4
573.1655439,Control,right,Congruent,None,41,0,113,4
620.9794499,Control,right,Congruent,Center,42,1,113,4
571.2868784,Control,right,Congruent,Double,43,0,113,4
491.9998776,Control,right,Congruent,Spatial,44,0,113,4
691.2777432,Control,right,Incongruent,None,45,0,113,4
629.4355085,Control,right,Incongruent,Center,46,0,113,4
698.5462393,Control,right,Incongruent,Double,47,0,113,4
632.3411087,Control,right,Incongruent,Spatial,48,0,113,4
581.9712842,Control,left,Neutral,None,1,0,113,5
537.6939722,Control,left,Neutral,Center,2,0,113,5
676.6421997,Control,left,Neutral,Double,3,0,113,5
514.1436607,Control,left,Neutral,Spatial,4,0,113,5
550.3126709,Control,left,Congruent,None,5,0,113,5
567.1804595,Control,left,Congruent,Center,6,0,113,5
547.4961294,Control,left,Congruent,Double,7,0,113,5
384.6342191,Control,left,Congruent,Spatial,8,0,113,5
686.4228988,Control,left,Incongruent,None,9,0,113,5
705.8208061,Control,left,Incongruent,Center,10,0,113,5
625.1654022,Control,left,Incongruent,Double,11,1,113,5
642.8483349,Control,left,Incongruent,Spatial,12,0,113,5
606.3260131,Control,left,Neutral,None,13,0,113,5
604.0030883,Control,left,Neutral,Center,14,1,113,5
543.3393442,Control,left,Neutral,Double,15,0,113,5
514.7750598,Control,left,Neutral,Spatial,16,0,113,5
574.4851364,Control,left,Congruent,None,17,0,113,5
595.4306792,Control,left,Congruent,Center,18,0,113,5
525.6241938,Control,left,Congruent,Double,19,0,113,5
613.05272,Control,left,Congruent,Spatial,20,0,113,5
648.3677674,Control,left,Incongruent,None,21,0,113,5
618.5173627,Control,left,Incongruent,Center,22,1,113,5
605.9551272,Control,left,Incongruent,Double,23,0,113,5
585.6152088,Control,left,Incongruent,Spatial,24,0,113,5
643.5299798,Control,right,Neutral,None,25,0,113,5
620.990138,Control,right,Neutral,Center,26,0,113,5
579.636931,Control,right,Neutral,Double,27,0,113,5
396.9193362,Control,right,Neutral,Spatial,28,1,113,5
635.6689623,Control,right,Congruent,None,29,1,113,5
626.8039932,Control,right,Congruent,Center,30,0,113,5
560.928536,Control,right,Congruent,Double,31,1,113,5
349.5971562,Control,right,Congruent,Spatial,32,0,113,5
691.8340859,Control,right,Incongruent,None,33,0,113,5
619.3374462,Control,right,Incongruent,Center,34,0,113,5
643.2519825,Control,right,Incongruent,Double,35,0,113,5
534.693094,Control,right,Incongruent,Spatial,36,0,113,5
574.2989324,Control,right,Neutral,None,37,0,113,5
557.3515559,Control,right,Neutral,Center,38,0,113,5
477.8061948,Control,right,Neutral,Double,39,0,113,5
518.1730784,Control,right,Neutral,Spatial,40,0,113,5
572.8545388,Control,right,Congruent,None,41,0,113,5
571.1508427,Control,right,Congruent,Center,42,0,113,5
483.4193693,Control,right,Congruent,Double,43,0,113,5
